Sample,X,Y,Z
564,0.3974609375,0.0256347656,0.7912597656
565,0.3955078125,0.0246582031,0.8173828125
566,0.3947753906,0.0288085938,0.8198242188
567,0.4040527344,0.0234375000,0.8168945312
568,0.4084472656,0.0285644531,0.8063964844
569,0.4023437500,0.0256347656,0.8068847656
570,0.4020996094,0.0229492188,0.8095703125
571,0.4079589844,0.0246582031,0.8024902344
572,0.3994140625,0.0212402344,0.7963867188
573,0.3984375000,0.0195312500,0.8115234375
574,0.3977050781,0.0185546875,0.8151855469
575,0.4040527344,0.0263671875,0.8190917969
576,0.4155273438,0.0278320312,0.8041992188
577,0.4038085938,0.0214843750,0.8132324219
578,0.3986816406,0.0200195312,0.8137207031
579,0.3967285156,0.0180664062,0.8090820312
580,0.4055175781,0.0178222656,0.8039550781
581,0.4064941406,0.0222167969,0.8078613281
582,0.3908691406,0.0249023438,0.8076171875
583,0.3908691406,0.0236816406,0.8215332031
584,0.3916015625,0.0246582031,0.8205566406
585,0.4033203125,0.0275878906,0.8208007812
586,0.4108886719,0.0229492188,0.8100585938
587,0.4108886719,0.0166015625,0.8151855469
588,0.4062500000,0.0183105469,0.8054199219
589,0.3901367188,0.0192871094,0.8171386719
590,0.3935546875,0.0202636719,0.8137207031
591,0.3947753906,0.0234375000,0.8225097656
592,0.4089355469,0.0288085938,0.8271484375
593,0.4013671875,0.0295410156,0.8254394531
594,0.4030761719,0.0288085938,0.8217773438
595,0.3981933594,0.0227050781,0.8073730469
596,0.4025878906,0.0219726562,0.8176269531
597,0.4047851562,0.0187988281,0.8022460938
598,0.4016113281,0.0187988281,0.8110351562
599,0.4006347656,0.0144042969,0.8181152344
600,0.3894042969,0.0202636719,0.8166503906
601,0.4008789062,0.0209960938,0.8129882812
602,0.4030761719,0.0246582031,0.8178710938
603,0.4020996094,0.0236816406,0.8220214844
604,0.3989257812,0.0192871094,0.8203125000
